Up to date
A,D,B0,B1,B2,Root,Y
76450790658073449377/25000000000000000000,12271542594656310177232828671161/50000000000000000000,449145004873546732139224830441/50000000000000000000,12200570376900949667633453073311/100000000000000000000,907984083962066339364238807803/12500000000000000000,2468172159209463518974295121259/12500000000000000000,1608030952701/50000000000000000000
597972570708105201651/100000000000000000000,318222341645065763829746281821/50000000000000000000,22064990453073027999623341761/50000000000000000000,1403920080372348012581614883339/50000000000000000000,1815033763791428490243730091199/6250000000000000000,823253485511399229087971135661/4000000000000000000,145547345197/25000000000000000000
12827523545366959003/100000000000000000000,22788358764009990048224467383611/100000000000000000000,5318131855488010231132140932437/50000000000000000000,4091931149037219665921457543473/100000000000000000000,15526653734890750097646038359249/100000000000000000000,3536078554341913656436122951693/12500000000000000000,72702597199/6250000000000000000
62326585241090087481/25000000000000000000,5231532618607724637431207979381/20000000000000000000,1164603629064937479369482837829/12500000000000000000,1722986840888467592274717323439/10000000000000000000,14245710179549557357438894826201/100000000000000000000,8147015906521510331147913616309/20000000000000000000,2597985136143/50000000000000000000
21792294932316512621/20000000000000000000,16059300377110845420660383195351/25000000000000000000,16215831329551782145901999475579/50000000000000000000,34408048490929711913490240404353/100000000000000000000,3389287828163444271815356163989/25000000000000000000,79742562186716650862092365981361/100000000000000000000,238437242713/4000000000000000000
17162359522694929689/100000000000000000000,7841449417612001446458290136053/20000000000000000000,3275656401345715984962315935669/20000000000000000000,2457411826156478261816347340191/20000000000000000000,9335057664095959029649170008143/50000000000000000000,5882309256131976060471727733151/12500000000000000000,2326922974229/100000000000000000000
12268559315983424727/2500000000000000000,16279478096567865671816765454387/100000000000000000000,13121920310552660002362879066671/100000000000000000000,2083461524511117532307509299389/20000000000000000000,84231870685731218926527977353/2000000000000000000,27674873212827663911884090367693/100000000000000000000,7053988880531/25000000000000000000
4712128325847053103/10000000000000000000,35897038157448138697460954464079/100000000000000000000,752523348108028973357358256707/100000000000000000000,9816485997122399395664847427141/100000000000000000000,66504831347382167744301558407/5000000000000000000,9866704019853629636139241283161/100000000000000000000,3021888347/10000000000000000000
28980939711515601463/10000000000000000000,245446713188247554643366593807/50000000000000000000,17423647388102249708035875771769/100000000000000000000,306442411004888681794597523663/5000000000000000000,2145031286960758956106645949/2000000000000000000,18769943208958989055102177991861/100000000000000000000,598664594871/100000000000000000000
297646215021714373769/100000000000000000000,6850482935784432130930961736241/12500000000000000000,854869225629311799623563666099/20000000000000000000,21063891260207998010009092763821/100000000000000000000,5266656027458357261623369262657/25000000000000000000,5737212295630864706496669294167/12500000000000000000,5503081470379/50000000000000000000
530038449295792926419/100000000000000000000,4263500032233825777659347860673/25000000000000000000,526169477799794649966972722841/10000000000000000000,5874454768325772700638975921763/100000000000000000000,422864466120671459002809543969/100000000000000000000,2262733399047312373522871580707/20000000000000000000,1179097466799/100000000000000000000
190891664146236912183/100000000000000000000,942534456359511221796907063199/12500000000000000000,10414047295218354311961308307411/100000000000000000000,1407426098097639957016364120053/12500000000000000000,3787711816094199319822518649257/100000000000000000000,2528998489002561240927303108851/10000000000000000000,9038472724053/100000000000000000000
258773884495350649801/100000000000000000000,20972389474772398566600607432953/50000000000000000000,15088434131688257778623047122429/100000000000000000000,2420285732809572610836563063003/20000000000000000000,15937971145691682317462112637573/100000000000000000000,43115461231254334596082337133189/100000000000000000000,7330497434623/100000000000000000000
73655549369177317941/50000000000000000000,36082163429050646698572831878817/100000000000000000000,6121762111084279916382620939537/50000000000000000000,3173900165525462495727293633601/25000000000000000000,1388968350590601087434884356023/50000000000000000000,27217866462392273977785186437333/100000000000000000000,688451017469/50000000000000000000
279845914979424356099/100000000000000000000,5100605918438741289949759699457/20000000000000000000,2378673964612822117852387832197/20000000000000000000,12117406275669911478536020341079/50000000000000000000,6959565989230198043232753154443/50000000000000000000,2497396114082948012204454680859/5000000000000000000,11014223889239/20000000000000000000
100070248293045357381/50000000000000000000,11160742115822904405330941197691/25000000000000000000,11678509856330418029909150927071/100000000000000000000,2134830191812142975829456968227/12500000000000000000,14210969058522426080310426698447/50000000000000000000,11392088309877995984041052399909/20000000000000000000,8606218772829/20000000000000000000
304473865732007576673/50000000000000000000,8490126629254526154674145646237/50000000000000000000,5063794290238449131551293179717/100000000000000000000,1417001348670424476426995034229/100000000000000000000,5311114017228304554531205673613/50000000000000000000,678462599226223106638537596529/4000000000000000000,304442483927/50000000000000000000
86059772709193601281/25000000000000000000,6894279747193440709572716986561/100000000000000000000,3378249072307530168745089630337/50000000000000000000,201884283513185464967259672849/3125000000000000000,5351686246973966973568303488659/50000000000000000000,23899047026674469874253151932949/100000000000000000000,2049744311061/50000000000000000000
720160609987758761/390625000000000000,24294774674114141409756143075433/100000000000000000000,1197611407326175960517746488639/25000000000000000000,8014705626310495536352680085271/100000000000000000000,4081805646087128440081123263479/25000000000000000000,14443137780076090070785505729003/50000000000000000000,11774736239023/100000000000000000000
378446936005542049/100000000000000000,26098306239119738136017278191809/100000000000000000000,13558883624525001385057598435983/100000000000000000000,2757075979586139394469313897949/25000000000000000000,1051724760615287221731522112573/10000000000000000000,35098166162881615540680115638637/100000000000000000000,280140940277/10000000000000000000
154532390220995802783/100000000000000000000,36668712331406055979647026125819/100000000000000000000,7623453517771474073331329831433/50000000000000000000,14604887663643644595278583259403/100000000000000000000,17579219529320990958823109004321/100000000000000000000,11855213731446368957675637059733/25000000000000000000,32349051076837/100000000000000000000
179266967413908819517/50000000000000000000,376260850798768679889133303419/2000000000000000000,1068667068747356687695873713233/100000000000000000000,8638930672572646061719031307913/100000000000000000000,5753340890781997844266605005371/50000000000000000000,20759798630400075266430070186831/100000000000000000000,389490076493/25000000000000000000
9318171353875373061/12500000000000000000,23468328484405009942193052608053/100000000000000000000,16846221650332653063284972036393/100000000000000000000,2460857662089639946779555299771/20000000000000000000,13143743958417444225687444681261/100000000000000000000,42242381766257974249283999878431/100000000000000000000,1726792754053/100000000000000000000
