Up to date
A,D,B0,B1,B2,Root,Y
394027758415293616749/100000000000000000000,5195481010942789506144432485751/12500000000000000000,3470883402536544474201635650907/100000000000000000000,15752043273845824393485083818083/100000000000000000000,5457065837724072947156424402533/25000000000000000000,2148101007873705405611678258111/50000000000000000000,-2068203724333/10000000000000000000
39768036557874585839/20000000000000000000,20168425418978638300222549620791/100000000000000000000,8545631429390482929410471828987/50000000000000000000,2183681796357756294740688737771/100000000000000000000,390652618418348742846344598337/25000000000000000000,17913824565603869019367552003569/100000000000000000000,-76299723619/50000000000000000000
110560459916807270771/100000000000000000000,790418214640374927730373847679/12500000000000000000,4252344477628146591717227590737/50000000000000000000,20988408411192499296050667260623/100000000000000000000,13165572977110128998507785391727/100000000000000000000,63997196464513648893926413/25000000000000000000,-48655229969577/50000000000000000000
10109966253447849051/5000000000000000000,12174845753869046436329712034089/50000000000000000000,24105947454635849157440965661233/100000000000000000000,1689452819464526565336471329343/50000000000000000000,2363113755359524785744285950403/100000000000000000000,4919846525179998143884705483599/25000000000000000000,-45529851041/10000000000000000000
2257285075633016403/10000000000000000000,26049672290993710671571923315931/100000000000000000000,26401985920522856771802610590327/100000000000000000000,8660050673203730544109113643389/50000000000000000000,852159830080396028226884087983/20000000000000000000,6255885592646341845458330536229/100000000000000000000,-2094657402607/100000000000000000000
7472232912188255771/6250000000000000000,941538378120144201806355109279/5000000000000000000,2817179674790036961275201323609/50000000000000000000,9340968158824926184201939406021/50000000000000000000,15291570512207214178278911899037/100000000000000000000,1001486689085464295881042499/3125000000000000000,-27716289617/48828125000000000
30418597543477697403/12500000000000000000,2765042716262708423046163484559/50000000000000000000,9002948328210268781130443650549/100000000000000000000,3818742569177691453155017746177/100000000000000000000,12849601174613563282555798532487/100000000000000000000,957275367986020225311612927/100000000000000000000,-12242644920931/20000000000000000000
113008198099470856883/100000000000000000000,1411927081634968026903301266757/50000000000000000000,5313090568380036666161230385351/50000000000000000000,19934056673849516088070028710421/100000000000000000000,2561175312381048137577118959667/25000000000000000000,13770012583985206145973873/100000000000000000000,-268218309613691/50000000000000000000
297812854578884022549/50000000000000000000,10334132157050220849754985137983/50000000000000000000,8181948211763261909452864094779/100000000000000000000,951808609588904074977482372739/10000000000000000000,16185570304882223611090193226307/100000000000000000000,2614884319187131423387483953/5000000000000000000,-30630921745553/100000000000000000000
244584586731328191437/100000000000000000000,7241691358630339535895490784987/20000000000000000000,1845141979727045052011818809467/50000000000000000000,236913642088166159499896958873/4000000000000000000,3584367600838600625033712265413/25000000000000000000,-176224777389757383783324367861/25000000000000000000,-14073723039941/100000000000000000000
66973713574629527873/25000000000000000000,7086675564626437947807742824247/50000000000000000000,368056400484747110928387487921/25000000000000000000,3544607717045125016187634036213/20000000000000000000,97753688854412848366285998549/10000000000000000000,240293365728026856447751501393/100000000000000000000,-35754317567/3125000000000000000
6375110952418118061/25000000000000000000,11177683578061055011945124663/156250000000000000,1495408972404015462558495270597/12500000000000000000,1714524911066420235908677738863/10000000000000000000,19704285107318103286155960559369/100000000000000000000,27134850204594394900970639/2000000000000000000,-1113301055851/20000000000000000000
332087474016238512997/50000000000000000000,17755966555879236628450130409913/100000000000000000000,129762066985765959848446056221/4000000000000000000,11979757832001849190579581976887/100000000000000000000,13694018105620167420745082452191/100000000000000000000,15579116943896421559986642993/100000000000000000000,-18762082591013/100000000000000000000
43486163115780198829/25000000000000000000,265101800250223862294835770463/20000000000000000000,1421291589694399103405977953877/12500000000000000000,13649278632968437986889755257169/50000000000000000000,1113429816412164794671279089573/25000000000000000000,16436566744375690680799/2500000000000000000,-559500947691703/100000000000000000000
378327611856203513/625000000000000000,19564650462714139093680978759/80000000000000000,11853590367058157333888559517909/50000000000000000000,6061224771023981408468368618407/50000000000000000000,313361116017339396962312711973/10000000000000000000,4933127714678612651639201304193/50000000000000000000,-2628954587023/100000000000000000000
160968974828421784837/50000000000000000000,17009769440956097115721241669037/100000000000000000000,20094821478281826822230894702687/100000000000000000000,582067997565145743145359133251/100000000000000000000,2585726507107189355554450924497/100000000000000000000,3040990436255804345352013005929/20000000000000000000,-265358669913/50000000000000000000
2806533583330755529/1250000000000000000,3839289668523139479865385436569/25000000000000000000,585444772782468162911592642987/5000000000000000000,11130666091554361852385070699289/100000000000000000000,10588504518445222331720753437111/50000000000000000000,523495576111208858161719251/6250000000000000000,-29715699771753/50000000000000000000
243420375352404525969/100000000000000000000,5032971625803538472757928975527/25000000000000000000,1729647687854221068854602443743/12500000000000000000,15018392007631806132540469785203/100000000000000000000,11587925650070522668892046427661/100000000000000000000,7755467292476504530796850779/10000000000000000000,-20494112031777/100000000000000000000
71203715738378274413/25000000000000000000,157943219221227741439018076253/500000000000000000,19412626640350185450578202170649/100000000000000000000,2962453159146880858531318063553/100000000000000000000,3144638025927114058125078673753/50000000000000000000,5760776669888003969219510353417/25000000000000000000,-184546295791/20000000000000000000
286105928796363478213/100000000000000000000,17815499959696167369226541529167/100000000000000000000,1216240079601980805261846576417/20000000000000000000,13688228793136088107478130129577/100000000000000000000,11912015738540628463134835901079/100000000000000000000,919671934727316803461673011/2500000000000000000,-7960556400759/25000000000000000000
439665252359131429657/100000000000000000000,27156764405031558273008621369701/50000000000000000000,22432533640148066734755097389749/100000000000000000000,198244474339763387425253549361/20000000000000000000,6415058994083796504818877427821/50000000000000000000,22400041517161824036937746894801/50000000000000000000,-2751150613733/20000000000000000000
79772351248436297223/100000000000000000000,34123503087954625942303880343889/50000000000000000000,8397078290739297267450779870259/50000000000000000000,1618118883512524564617661870919/20000000000000000000,15199329253151611521997189859/250000000000000000,-752908342910706488841816445661/6250000000000000000,-5260130173793/50000000000000000000
193666274181437076729/50000000000000000000,4280980988081113133182883022199/100000000000000000000,34936479724757770078677255361/5000000000000000000,2613622311272945850703956869017/20000000000000000000,18270372339281399859927473656541/100000000000000000000,4596178638617965372895003/25000000000000000000,-40020328296963/25000000000000000000
